[f=0000000] [unitdefs.lua] Error: removed eufblab unitDef, missing model file  (ARMBLAB)
[f=0000000] [unitdefs.lua] Error: removed folsom_dam_fogna unitDef, missing model file  (folsom_dam_fogna.s3o)
[f=0000000] [unitdefs.lua] Error: removed the "corfdoom" entry from the "corack" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfscreamer" entry from the "corack" build menu
[f=0000000] [unitdefs.lua] Error: removed the "icudecom" entry from the "armalab" build menu
[f=0000000] [unitdefs.lua] Error: removed the "eufblab" entry from the "eufcd" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfdoom" entry from the "coracv" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfscreamer" entry from the "coracv" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala001_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala002_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala003_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala004_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala005_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "armspazioporto" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "folsom_dam_fogna" entry from the "wmrtsbuilder" build menu
[f=0000000] [weapondefs.lua] Error: removed fleagoth_missile weaponDef, missing model
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "banthaar_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "banthaar_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "banthaar_fire"
[f=0000000] Warning: Could not load sound from def: lasrhvy1
[f=0000000] Warning: Could not load sound from def: lasrmas1
[f=0000000] Warning: Could not load sound from def: lasrmas1
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "bfido"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "bfido"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "bogus_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "campbell_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "campbell_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "campbell_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "campbell_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "campbell_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "campbell_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "chemist_core_advsam"
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "holdtime" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "cloudstrike"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coax_depthcharge"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "coax_depthcharge"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coax_depthcharge"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coax_torpedo"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "coax_torpedo"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coax_torpedo"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "commander_blast"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "commander_blast"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "commandolas"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "commandolas"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "cor_bats"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cor_bats"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "cor_circ"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "cor_erad"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cor_erad"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cor_erad"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cor_erad"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "cor_erad"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cor_gol"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraak_aakflak"
[f=0000000] Warning: WeaponDef (coraak_aakflak) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraak_bogus_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraak_coraakbot_missile1"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraak_coraakbot_missile2"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraak_coraakbot_missile3"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraak_coraakbot_missile4"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coraakbot_missile1"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coraakbot_missile1"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "coraakbot_missile1"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "coraakbot_missile1"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraakbot_missile1"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coraakbot_missile2"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coraakbot_missile2"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "coraakbot_missile2"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "coraakbot_missile2"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraakbot_missile2"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coraakbot_missile3"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coraakbot_missile3"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "coraakbot_missile3"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "coraakbot_missile3"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraakbot_missile3"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coraakbot_missile4"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coraakbot_missile4"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "coraakbot_missile4"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "coraakbot_missile4"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coraakbot_missile4"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "coramph_weapon1"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coramph_weapon1"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "corangel_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "corangel_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corangel_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "corangel_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "randomdecay" in "corangel_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corangel_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corangel_laser"
[f=0000000] Warning: Could not load sound from def: phaser1
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "corapoc_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corarch_bogus_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corarch_ga2"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corarch_mobileflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coratl_torpedo"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "coratl_torpedo"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coratl_torpedo"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corbhmth_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "randomdecay" in "corbuzz_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corbuzz_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "corcoug_rockets"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corcrash_bogus_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corcrash_corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "cordfens"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "core_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "core_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "core_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "core_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "core_artillery"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_artillery"
[f=0000000] Warning: WeaponDefs: Unknown tag "aimrate" in "core_intimidator"
[f=0000000] Warning: WeaponDefs: Unknown tag "holdtime" in "core_intimidator"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_intimidator"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "core_kbot_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "core_kbot_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_kbot_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "core_mort"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_mort"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_parrow"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_reap"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "core_roy"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "core_roy"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "core_total_annihilator"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "core_total_annihilator"
[f=0000000] Warning: WeaponDef (core_total_annihilator) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: Could not load sound from def: LASRLONG
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "coreah_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "coreah_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "coreah_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "coreah_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "coreah_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "flighttimer" in "corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corekbot_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corfflak_armflak_gun"
[f=0000000] Warning: WeaponDef (corfflak_armflak_gun) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corfixed_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corfixed_gun_high"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corflak_armflak_gun"
[f=0000000] Warning: WeaponDef (corflak_armflak_gun) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corfrl_corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corfvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corfvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corfvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corfvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corhrk_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "corhrk_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corhrk_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corhrk_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corhrk_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "corhrk_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "corkrog_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "corkrog_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corkrog_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corkrog_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corkrog_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corkrog_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corkrog_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "corkrog_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corlevlr_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "cormabm_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "cormabm_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cormabm_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cormabm_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cormabm_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "cormabm_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cormexp_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cormexp_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cormexp_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "cormh_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "cormh_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cormh_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cormh_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cormh_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "cormh_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "cormine6"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "cormine6"
[f=0000000] Warning: WeaponDefs: Unknown tag "cruise" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "cormship_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corrl_corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corrl_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corsent_bogus_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "corsent_mobileflak"
[f=0000000] Warning: WeaponDef (corsent_mobileflak) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corsfig_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corsfig_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corsfig_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corsfig_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corssub_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "corssub_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corssub_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "cortoast_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cortoast_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "cortoast_gun_high"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cortoast_gun_high"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "cortruck_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cortruck_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cortruck_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cortruck_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "cortruck_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "cortruck_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "cortruck_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "cortruck_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "cortruck_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "cortruck_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corvipe_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corvipe_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corvipe_vipersabot"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corvtol_advmissile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corvtol_advmissile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corvtol_advmissile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corvtol_advmissile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "corvtol_missile_a2a"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "corvtol_missile_a2a"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "corvtol_missile_a2a"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corvtol_missile_a2a"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "corwolv_gun"
[f=0000000] Warning: WeaponDefs: Unknown tag "cruise" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "crblmssl"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "dclaw"
[f=0000000] Warning: Could not load sound from def: splshbig
[f=0000000] Warning: Could not load sound from def: splshbig
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "decoy_commander_blast"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "decoy_commander_blast"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "decoy_disintegrator"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "dem_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "noradar" in "dem_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "dem_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "dem_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "unitsonly" in "dem_weapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "depthcharge"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "depthcharge"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "depthcharge"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "dmaw"
[f=0000000] Warning: WeaponDefs: Unknown tag "randomdecay" in "dmaw"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "dmaw"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "dmaw"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "firetrail" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "togroundweapon" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "dragonfire"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "emg_walk"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "emg_walk"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "emg_walk"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "emg_walk"
